"","country","year","sex","age","suicides_no","population"
"32811","Trinidad and Tobago",2005,"female","35-54 years",6,175792
"32812","Trinidad and Tobago",2005,"female","5-14 years",1,94688
"32813","Trinidad and Tobago",2005,"female","55-74 years",2,86311
"32814","Trinidad and Tobago",2005,"female","75+ years",2,21969
"32815","Trinidad and Tobago",2005,"male","15-24 years",18,132433
"32816","Trinidad and Tobago",2005,"male","25-34 years",30,100646
"32817","Trinidad and Tobago",2005,"male","35-54 years",46,175153
"32818","Trinidad and Tobago",2005,"male","5-14 years",0,97155
"32819","Trinidad and Tobago",2005,"male","55-74 years",12,78028
"32820","Trinidad and Tobago",2005,"male","75+ years",4,13101
"32821","Trinidad and Tobago",2006,"female","15-24 years",7,127191
"32822","Trinidad and Tobago",2006,"female","25-34 years",5,103304
"32823","Trinidad and Tobago",2006,"female","35-54 years",8,177413
"32824","Trinidad and Tobago",2006,"female","5-14 years",0,91756
"32825","Trinidad and Tobago",2006,"female","55-74 years",6,88991
"32826","Trinidad and Tobago",2006,"female","75+ years",0,22513
"32827","Trinidad and Tobago",2006,"male","15-24 years",23,129569
"32828","Trinidad and Tobago",2006,"male","25-34 years",24,103825
"32829","Trinidad and Tobago",2006,"male","35-54 years",46,176241
"32830","Trinidad and Tobago",2006,"male","5-14 years",2,94129
"32831","Trinidad and Tobago",2006,"male","55-74 years",17,80846
"32832","Trinidad and Tobago",2006,"male","75+ years",3,13523
"32833","Trinidad and Tobago",2007,"female","15-24 years",4,123176
"32834","Trinidad and Tobago",2007,"female","25-34 years",6,106809
"32835","Trinidad and Tobago",2007,"female","35-54 years",5,179070
"32836","Trinidad and Tobago",2007,"female","5-14 years",1,89716
"32837","Trinidad and Tobago",2007,"female","55-74 years",3,92001
"32838","Trinidad and Tobago",2007,"female","75+ years",1,22983
"32839","Trinidad and Tobago",2007,"male","15-24 years",20,125516
"32840","Trinidad and Tobago",2007,"male","25-34 years",38,107378
"32841","Trinidad and Tobago",2007,"male","35-54 years",34,177478
"32842","Trinidad and Tobago",2007,"male","5-14 years",0,92049
"32843","Trinidad and Tobago",2007,"male","55-74 years",14,83938
"32844","Trinidad and Tobago",2007,"male","75+ years",5,13874
"32845","Trinidad and Tobago",2008,"female","15-24 years",11,118363
"32846","Trinidad and Tobago",2008,"female","25-34 years",5,110394
"32847","Trinidad and Tobago",2008,"female","35-54 years",15,180705
"32848","Trinidad and Tobago",2008,"female","5-14 years",0,88505
"32849","Trinidad and Tobago",2008,"female","55-74 years",4,95285
"32850","Trinidad and Tobago",2008,"female","75+ years",1,23393
"32851","Trinidad and Tobago",2008,"male","15-24 years",23,120707
"32852","Trinidad and Tobago",2008,"male","25-34 years",37,110954
"32853","Trinidad and Tobago",2008,"male","35-54 years",69,178781
"32854","Trinidad and Tobago",2008,"male","5-14 years",1,90838
"32855","Trinidad and Tobago",2008,"male","55-74 years",30,87254
"32856","Trinidad and Tobago",2008,"male","75+ years",3,14157
"32857","Trinidad and Tobago",2009,"female","15-24 years",5,113362
"32858","Trinidad and Tobago",2009,"female","25-34 years",5,113622
"32859","Trinidad and Tobago",2009,"female","35-54 years",5,182233
"32860","Trinidad and Tobago",2009,"female","5-14 years",0,87970
"32861","Trinidad and Tobago",2009,"female","55-74 years",6,98779
"32862","Trinidad and Tobago",2009,"female","75+ years",0,23790
"32863","Trinidad and Tobago",2009,"male","15-24 years",25,115721
"32864","Trinidad and Tobago",2009,"male","25-34 years",27,114143
"32865","Trinidad and Tobago",2009,"male","35-54 years",38,180029
"32866","Trinidad and Tobago",2009,"male","5-14 years",1,90312
"32867","Trinidad and Tobago",2009,"male","55-74 years",13,90729
"32868","Trinidad and Tobago",2009,"male","75+ years",3,14407
"32869","Trinidad and Tobago",2010,"female","15-24 years",9,108605
"32870","Trinidad and Tobago",2010,"female","25-34 years",9,116210
"32871","Trinidad and Tobago",2010,"female","35-54 years",8,183641
"32872","Trinidad and Tobago",2010,"female","5-14 years",1,87897
"32873","Trinidad and Tobago",2010,"female","55-74 years",4,102440
"32874","Trinidad and Tobago",2010,"female","75+ years",0,24200
"32875","Trinidad and Tobago",2010,"male","15-24 years",17,110950
"32876","Trinidad and Tobago",2010,"male","25-34 years",38,116664
"32877","Trinidad and Tobago",2010,"male","35-54 years",48,181184
"32878","Trinidad and Tobago",2010,"male","5-14 years",1,90237
"32879","Trinidad and Tobago",2010,"male","55-74 years",21,94335
"32880","Trinidad and Tobago",2010,"male","75+ years",4,14639
"32881","Trinidad and Tobago",2011,"female","15-24 years",5,104361
"32882","Trinidad and Tobago",2011,"female","25-34 years",8,118786
"32883","Trinidad and Tobago",2011,"female","35-54 years",8,184776
"32884","Trinidad and Tobago",2011,"female","5-14 years",2,88170
"32885","Trinidad and Tobago",2011,"female","55-74 years",4,105486
"32886","Trinidad and Tobago",2011,"female","75+ years",0,24863
"32887","Trinidad and Tobago",2011,"male","15-24 years",20,106653
"32888","Trinidad and Tobago",2011,"male","25-34 years",25,119254
"32889","Trinidad and Tobago",2011,"male","35-54 years",41,181905
"32890","Trinidad and Tobago",2011,"male","5-14 years",0,90557
"32891","Trinidad and Tobago",2011,"male","55-74 years",21,97186
"32892","Trinidad and Tobago",2011,"male","75+ years",5,15189
"32893","Turkey",2009,"female","15-24 years",74,6097408
"32894","Turkey",2009,"female","25-34 years",44,6101898
"32895","Turkey",2009,"female","35-54 years",58,9027289
"32896","Turkey",2009,"female","5-14 years",18,6204481
"32897","Turkey",2009,"female","55-74 years",38,4301203
"32898","Turkey",2009,"female","75+ years",17,1170072
"32899","Turkey",2009,"male","15-24 years",139,6380792
"32900","Turkey",2009,"male","25-34 years",189,6272520
"32901","Turkey",2009,"male","35-54 years",287,9160329
"32902","Turkey",2009,"male","5-14 years",23,6542691
"32903","Turkey",2009,"male","55-74 years",130,3897113
"32904","Turkey",2009,"male","75+ years",33,806623
"32905","Turkey",2010,"female","15-24 years",95,6118805
"32906","Turkey",2010,"female","25-34 years",61,6170592
"32907","Turkey",2010,"female","35-54 years",110,9153406
"32908","Turkey",2010,"female","5-14 years",25,6182454
"32909","Turkey",2010,"female","55-74 years",57,4537405
"32910","Turkey",2010,"female","75+ years",28,1226764
"32911","Turkey",2010,"male","15-24 years",238,6411111
"32912","Turkey",2010,"male","25-34 years",248,6363299
"32913","Turkey",2010,"male","35-54 years",397,9318882
"32914","Turkey",2010,"male","5-14 years",27,6519482
"32915","Turkey",2010,"male","55-74 years",175,4131848
"32916","Turkey",2010,"male","75+ years",63,841083
"32917","Turkey",2011,"female","15-24 years",83,6126637
"32918","Turkey",2011,"female","25-34 years",60,6266330
"32919","Turkey",2011,"female","35-54 years",82,9296163
"32920","Turkey",2011,"female","5-14 years",23,6178913
"32921","Turkey",2011,"female","55-74 years",35,4781947
"32922","Turkey",2011,"female","75+ years",15,1274924
"32923","Turkey",2011,"male","15-24 years",177,6416997
"32924","Turkey",2011,"male","25-34 years",180,6458549
"32925","Turkey",2011,"male","35-54 years",266,9478566
"32926","Turkey",2011,"male","5-14 years",20,6514392
"32927","Turkey",2011,"male","55-74 years",162,4380447
"32928","Turkey",2011,"male","75+ years",45,860492
"32929","Turkey",2012,"female","15-24 years",94,6140942
"32930","Turkey",2012,"female","25-34 years",78,6314493
"32931","Turkey",2012,"female","35-54 years",113,9539648
"32932","Turkey",2012,"female","5-14 years",15,6169331
"32933","Turkey",2012,"female","55-74 years",55,4925454
"32934","Turkey",2012,"female","75+ years",23,1325413
"32935","Turkey",2012,"male","15-24 years",184,6425966
"32936","Turkey",2012,"male","25-34 years",227,6494243
"32937","Turkey",2012,"male","35-54 years",399,9718299
"32938","Turkey",2012,"male","5-14 years",24,6503156
"32939","Turkey",2012,"male","55-74 years",180,4532575
"32940","Turkey",2012,"male","75+ years",58,886919
"32941","Turkey",2013,"female","15-24 years",133,6177538
"32942","Turkey",2013,"female","25-34 years",87,6322406
"32943","Turkey",2013,"female","35-54 years",118,9808886
"32944","Turkey",2013,"female","5-14 years",23,6148825
"32945","Turkey",2013,"female","55-74 years",73,5052537
"32946","Turkey",2013,"female","75+ years",29,1374051
"32947","Turkey",2013,"male","15-24 years",253,6461036
"32948","Turkey",2013,"male","25-34 years",285,6491205
"32949","Turkey",2013,"male","35-54 years",477,9982233
"32950","Turkey",2013,"male","5-14 years",17,6481081
"32951","Turkey",2013,"male","55-74 years",239,4664864
"32952","Turkey",2013,"male","75+ years",76,915690
"32953","Turkey",2014,"female","15-24 years",114,6220032
"32954","Turkey",2014,"female","25-34 years",65,6325398
"32955","Turkey",2014,"female","35-54 years",109,10070621
"32956","Turkey",2014,"female","5-14 years",18,6136028
"32957","Turkey",2014,"female","55-74 years",79,5233238
"32958","Turkey",2014,"female","75+ years",23,1426848
"32959","Turkey",2014,"male","15-24 years",260,6517033
"32960","Turkey",2014,"male","25-34 years",243,6484352
"32961","Turkey",2014,"male","35-54 years",394,10244541
"32962","Turkey",2014,"male","5-14 years",21,6469621
"32963","Turkey",2014,"male","55-74 years",225,4851259
"32964","Turkey",2014,"male","75+ years",66,952449
"32965","Turkey",2015,"female","15-24 years",131,6267398
"32966","Turkey",2015,"female","25-34 years",72,6288287
"32967","Turkey",2015,"female","35-54 years",109,10293526
"32968","Turkey",2015,"female","5-14 years",18,6100840
"32969","Turkey",2015,"female","55-74 years",42,5456986
"32970","Turkey",2015,"female","75+ years",25,1479388
"32971","Turkey",2015,"male","15-24 years",207,6573627
"32972","Turkey",2015,"male","25-34 years",241,6452161
"32973","Turkey",2015,"male","35-54 years",385,10466600
"32974","Turkey",2015,"male","5-14 years",18,6435462
"32975","Turkey",2015,"male","55-74 years",223,5079228
"32976","Turkey",2015,"male","75+ years",61,986961
"32977","Turkmenistan",1981,"female","15-24 years",24,316800
"32978","Turkmenistan",1981,"female","25-34 years",9,196600
"32979","Turkmenistan",1981,"female","35-54 years",24,226300
"32980","Turkmenistan",1981,"female","5-14 years",4,376900
"32981","Turkmenistan",1981,"female","55-74 years",13,128100
"32982","Turkmenistan",1981,"female","75+ years",1,26700
"32983","Turkmenistan",1981,"male","15-24 years",38,322900
"32984","Turkmenistan",1981,"male","25-34 years",37,191600
"32985","Turkmenistan",1981,"male","35-54 years",76,225100
"32986","Turkmenistan",1981,"male","5-14 years",3,381400
"32987","Turkmenistan",1981,"male","55-74 years",26,80600
"32988","Turkmenistan",1981,"male","75+ years",5,15900
"32989","Turkmenistan",1982,"female","15-24 years",20,324300
"32990","Turkmenistan",1982,"female","25-34 years",13,208800
"32991","Turkmenistan",1982,"female","35-54 years",22,227900
"32992","Turkmenistan",1982,"female","5-14 years",3,383200
"32993","Turkmenistan",1982,"female","55-74 years",12,132000
"32994","Turkmenistan",1982,"female","75+ years",6,27500
"32995","Turkmenistan",1982,"male","15-24 years",25,330200
"32996","Turkmenistan",1982,"male","25-34 years",40,202500
"32997","Turkmenistan",1982,"male","35-54 years",68,226200
"32998","Turkmenistan",1982,"male","5-14 years",2,387700
"32999","Turkmenistan",1982,"male","55-74 years",14,85200
"33000","Turkmenistan",1982,"male","75+ years",0,15900
"33001","Turkmenistan",1985,"female","15-24 years",28,336200
"33002","Turkmenistan",1985,"female","25-34 years",13,248500
"33003","Turkmenistan",1985,"female","35-54 years",16,234600
"33004","Turkmenistan",1985,"female","5-14 years",2,403000
"33005","Turkmenistan",1985,"female","55-74 years",10,143100
"33006","Turkmenistan",1985,"female","75+ years",0,29400
"33007","Turkmenistan",1985,"male","15-24 years",37,339700
"33008","Turkmenistan",1985,"male","25-34 years",48,241000
"33009","Turkmenistan",1985,"male","35-54 years",60,230000
"33010","Turkmenistan",1985,"male","5-14 years",1,407300
"33011","Turkmenistan",1985,"male","55-74 years",26,99200
"33012","Turkmenistan",1985,"male","75+ years",2,16200
"33013","Turkmenistan",1986,"female","15-24 years",28,338200
"33014","Turkmenistan",1986,"female","25-34 years",20,261900
"33015","Turkmenistan",1986,"female","35-54 years",25,240700
"33016","Turkmenistan",1986,"female","5-14 years",4,409600
"33017","Turkmenistan",1986,"female","55-74 years",16,145700
"33018","Turkmenistan",1986,"female","75+ years",5,30300
"33019","Turkmenistan",1986,"male","15-24 years",39,342600
"33020","Turkmenistan",1986,"male","25-34 years",52,252900
"33021","Turkmenistan",1986,"male","35-54 years",71,236000
"33022","Turkmenistan",1986,"male","5-14 years",4,414600
"33023","Turkmenistan",1986,"male","55-74 years",24,103100
"33024","Turkmenistan",1986,"male","75+ years",4,16400
"33025","Turkmenistan",1987,"female","15-24 years",24,340700
"33026","Turkmenistan",1987,"female","25-34 years",12,274700
"33027","Turkmenistan",1987,"female","35-54 years",21,247500
"33028","Turkmenistan",1987,"female","5-14 years",4,417000
"33029","Turkmenistan",1987,"female","55-74 years",28,148000
"33030","Turkmenistan",1987,"female","75+ years",8,31400
"33031","Turkmenistan",1987,"male","15-24 years",33,344800
"33032","Turkmenistan",1987,"male","25-34 years",50,265600
"33033","Turkmenistan",1987,"male","35-54 years",54,242600
"33034","Turkmenistan",1987,"male","5-14 years",5,423500
"33035","Turkmenistan",1987,"male","55-74 years",28,106800
"33036","Turkmenistan",1987,"male","75+ years",5,16500
"33037","Turkmenistan",1988,"female","15-24 years",21,342600
"33038","Turkmenistan",1988,"female","25-34 years",14,286600
"33039","Turkmenistan",1988,"female","35-54 years",18,255500
"33040","Turkmenistan",1988,"female","5-14 years",4,425700
"33041","Turkmenistan",1988,"female","55-74 years",21,150300
"33042","Turkmenistan",1988,"female","75+ years",6,32200
"33043","Turkmenistan",1988,"male","15-24 years",51,347500
"33044","Turkmenistan",1988,"male","25-34 years",48,276400
"33045","Turkmenistan",1988,"male","35-54 years",55,249600
"33046","Turkmenistan",1988,"male","5-14 years",4,432700
"33047","Turkmenistan",1988,"male","55-74 years",22,110500
"33048","Turkmenistan",1988,"male","75+ years",6,16700
"33049","Turkmenistan",1989,"female","15-24 years",25,346000
"33050","Turkmenistan",1989,"female","25-34 years",18,297400
"33051","Turkmenistan",1989,"female","35-54 years",17,265600
"33052","Turkmenistan",1989,"female","5-14 years",2,435900
"33053","Turkmenistan",1989,"female","55-74 years",16,151500
"33054","Turkmenistan",1989,"female","75+ years",4,32900
"33055","Turkmenistan",1989,"male","15-24 years",29,352500
"33056","Turkmenistan",1989,"male","25-34 years",52,285700
"33057","Turkmenistan",1989,"male","35-54 years",64,258100
"33058","Turkmenistan",1989,"male","5-14 years",3,443200
"33059","Turkmenistan",1989,"male","55-74 years",19,113400
"33060","Turkmenistan",1989,"male","75+ years",4,16800
"33061","Turkmenistan",1990,"female","15-24 years",27,351300
"33062","Turkmenistan",1990,"female","25-34 years",16,306400
"33063","Turkmenistan",1990,"female","35-54 years",18,277100
"33064","Turkmenistan",1990,"female","5-14 years",0,447600
"33065","Turkmenistan",1990,"female","55-74 years",9,153300
"33066","Turkmenistan",1990,"female","75+ years",12,34100
"33067","Turkmenistan",1990,"male","15-24 years",56,360200
